Uuid,Attribute|54686249-2c26-4dd9-be90-fc7868dedd8f,Name,Attribute|d4e54a2f-39bf-4b0a-8000-f2048eddbe12,Description,Attribute|f369dbaa-3a0a-416e-97d1-cac1a230824f,County/District,State/Province,Address 4,Void/Retire,_order:1000,Unnamed: 11
1cb38138-036b-4938-8906-f75003e1dca7,1033930,Abdi Boru primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Tiyo,,,
99ea94d9-6d5f-4144-83ab-a57d0c99bd76,1031610,Abdi Boru Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Bule Hora,,,
5414d462-82eb-4011-afd1-3742247cda60,1034328,Abdi Boru Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Hambela Wamena,,,
6b754ba3-3554-47ec-84b2-c0c6743020c1,1004039,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Anchar,,,
f70489c5-9b13-4b7c-8bb9-1e9ae327046f,1004046,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Dodola Town,Dodola Town,,,
8ef665f7-df94-46d2-a84b-0d0faff282bf,1031621,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Kokosa,,,
8da515df-c2c1-4491-8207-6cdef160060a,1031783,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Doba,,,
c0cecfdc-5c5c-45f8-990d-ee6a8979e052,1031880,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Hitosa,,,
b858a48e-46a5-4bce-95be-51f9c7d177a3,1032608,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Jeldu,,,
80f78708-d753-48d9-8a09-5ba9c26292f4,1033147,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Kercha,,,
2974f083-0757-4356-87a4-14cfeb6c6f05,1033256,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Girawa,,,
acadd466-3934-4107-850c-5ad1e97695bb,1033891,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Bale Zone,Ginir Rural Woreda,,,
68f82f07-fa2f-4bc6-9cde-c0caefaadda3,1034135,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Munesa,,,
90482d40-6ead-4336-a49a-c2f75bf66cc4,1034270,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bale Zone,Agarfa,,,
cd349b15-3f3e-454c-96c3-be5f2df2bc39,1034358,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bale Zone,Dinsho,,,
48dbc645-dc06-4a4e-81e1-9d0fdad9c66c,1034830,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Gololcha,,,
44bc5f64-0b71-4d86-9f5c-83811d24fa35,1035210,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bale Zone,Gasera,,,
ef8433e5-26c6-421a-aeb5-8402d1822efb,1035796,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Ziway Dugda,,,
7783e507-b4c6-46a3-bfd8-999e410c9e88,1035851,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Tena,,,
0733719a-d4b8-4d10-84f8-823d0bb6d066,1085482,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Uraga,,,
aac9924a-ad34-4a6e-a267-d69cad7d76c4,1085724,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Odo Shakiso,,,
a2092ceb-2e76-43c2-8f61-d3501d2325a3,1086501,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Bore,,,
71cd76a9-2029-4fb0-91cf-e853a7d2664f,1093137,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Deksis,,,
f92e94f4-ce7b-4a72-92cc-2841a650fa23,1093284,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Gumbi Bordode,,,
ffc45406-a58f-402b-942f-ea34b4dfcf74,1093297,Abdi Boru Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Habro,,,
60b27a4d-0cd9-4d96-8a0b-ac74855917d7,1093560,Abdi Boru Primary Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Munesa,,,
0be5ee2a-5ab3-4604-9e76-8513c35eb09a,1031623,Abdi Boru Primary clinic11,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Nansebo,,,
316480fe-4c8c-49cc-a202-ade6b34d18b0,1036630,Abdi Boru Primary Clinic3,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Nansebo,,,
316d5645-bb6f-4b9b-97af-3b4a57ab96fd,1064099,Abdi Boru Primery Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Bale Zone,Sinana,,,
4a154b2f-e83b-482e-83c8-583dfd2c1da7,1100094,Abdi Dhere Primary Clinic,Operational,Primary Clinic,Clinic,Somali Region,Liben,Filtu,,,
d91ea262-3b0b-4025-967f-e53759b4a632,1032526,Abdi Faya Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Tulo,,,
778a2e52-66fb-4c6a-b7c2-1b9aaffa4fcd,1094230,Abdi Faya Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Doba,,,
021f0ef9-1862-4525-bcd2-5fd1a6796129,1059039,Abdi Fayyaa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Gursum,,,
949b4f6b-0e3c-4dcf-b7d9-f37a1bd62cbd,1096553,Abdi Fayyaa Waliin,Operational,Medium Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Ale,,,
5dd0ae02-569c-49be-b09b-28abf6fbdf7f,1004054,Abdi Fayya Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Agaro Towm,Agaro Town,,,
a5d258e5-4d90-43b1-8e38-9e25c9e2112c,1031436,Abdi Feya Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Hararge Zone,Chiro Town,,,
6c745607-dfca-41f4-bbfe-630004bdc298,1032179,Abdi Feya Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Gemechis,,,
cbb57eb2-523a-43a8-8a22-96b0cb9a7114,1032551,Abdi Feya Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Oda Bultum,,,
347078e2-a97a-4e11-b86c-7905fedb3cc4,1011343,Abdi Feyya Medium  Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Metu Town,Metu Town,,,
b1d6d6d8-abaf-427e-8be8-393762105f17,1004055,Abdi Gudina Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Wondo,,,
8409adaf-c7d4-4451-8a97-498d01814966,1032562,Abdi Gudina Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Kercha,,,
46774a2d-21f7-4e15-a823-712946b9a74c,1048569,Abdi Gudina Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Dambi Dollo,,,
fe2aeeca-449e-479c-907d-dc2c6abfcb59,1088446,Abdi Gudina Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Kercha Town,,,
4c449f0c-53b2-4ff9-8fb9-926194f3702b,1097262,Abdi Gutu Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Buno Bedele Zone,Borecha,,,
c46ad585-baa6-4e91-aae9-6d486ccf5899,1089149,Abdii Borii Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Qondala,,,
a7debcca-440c-4e2f-8e82-afaf2e851d00,1031585,Abdi Jiregna Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Bule Hora,,,
f1bd54c8-d133-4931-95d9-1f2ece119951,1048817,Abdi Keen Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Dale Sadi,,,
1895cf40-7afa-47a8-9bd5-2190a48c338e,1037937,Abdiken Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Burayu Sub-City,,,
efb77829-66c9-4e82-9810-64f9e9e59591,1090285,Abdi Lami Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Sibu Sire,,,
93a92d31-25d3-408c-acac-72c0e2bfa12b,1097743,Abdi Lemi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Jima Arjo,,,
8532deec-59f8-4bb0-8ac5-14b92f73bd38,1100449,Abdi Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
ecb2e780-99d4-43e7-90d3-460f36e3ea56,1004061,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Shewa Zone,Meki Town,,,
f9287693-a98b-4480-8615-8f70769763aa,1037683,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Gefersa Guje Sub-City,,,
7bda67bf-a559-4aa4-a129-48d643229a5e,1038159,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Nekemte Town,Nekemte Town,,,
4f5675a1-5fa6-4b21-a4e4-63fc96401853,1038185,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Adama Town,Abba Gada Sub City,,,
c8c2a684-f557-436f-9f6f-a239db53cd1a,1049373,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Ayira,,,
f6b04e79-3794-4176-95f7-3ccee3c7dc8c,1078692,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Arsi Negele Rural,,,
3d134680-814e-4072-ada3-dd5ba8030ac2,1091645,Abdi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Wollega Zone,Lalo Asabi,,,
f0e9f9df-2edd-4ae1-8028-2ceecc785365,1064861,Abdi Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,West Hararge Zone,Chiro Town,,,
21181667-1e04-4ae5-a40e-5c63f56a1262,1048908,Abdin Jira Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Anfilo,,,
4a0f2641-db01-439a-83ac-d5c3775524c7,1004067,Abdi primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Shala,,,
94c63705-aac8-4670-8760-256503d3ca58,1034173,Abdi primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Sude,,,
b5616be3-64a1-4ff8-9288-176d26c99a6d,1031439,Abdi primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Bako Tibe,,,
9b37c851-f788-4692-8acf-43e8b499349a,1034444,Abdi Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Hambela Wamena,,,
1603538d-104f-46b7-a0ed-206772b8a3da,1058837,Abdi Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,Shashemene Town,Haruf SubCity,,,
d29c0ca4-e45d-43ee-a8dd-cf1a297ef078,1004066,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Dano,,,
3fb64741-856e-41b5-abc5-19e4e6d5f009,1031840,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Ejersa Lafo,,,
5f837620-7445-433b-9a5e-454c55c1fb1b,1032206,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Robe Town,Adoshe Weleshe Sub City,,,
770523fe-f727-4480-a7de-88bf78526242,1034795,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,South West Shewa,Goro,,,
37648d68-fa34-4528-b7d7-3b3dd2287201,1035033,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,South West Shewa,Tole,,,
2c8f30e3-89cb-4e10-a330-33860e5e9ce8,1036273,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,South West Shewa,Kersa Malima,,,
fc9b6e99-652e-4713-8170-4b164353bb07,1038475,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Darimu,,,
f17a00a4-3710-427c-a464-b86b6544a635,1038530,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Becho,,,
5ce08ea3-16b6-4120-ba0f-fe238cc27a13,1047879,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Borena Zone,Gomole,,,
eca9fe02-4a6a-42f1-92df-9b8446b50002,1048619,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Boji Choqorsa,,,
f61bb116-dff0-42ea-90be-26c53ca0d748,1048932,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Hawa Gelan,,,
8c93137f-857d-4715-bcd2-ade8424b2f76,1049486,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Shabe Sombo,,,
0a136d84-4bc7-4886-b1ec-b6c525bce774,1049563,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Nejo Town,Nejo Town,,,
93a60f54-ab06-4551-99d0-5d937c79a919,1050072,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Jarso,,,
d4ff6438-9636-4c39-9c06-6c0c718f3f8f,1050598,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Qondala,,,
2c92b910-f365-4326-bdb1-9b0d323fd93b,1059352,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,North Shewa Zone,Wuchale,,,
1d93d868-702c-4fc8-aafb-896cbd243226,1088088,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Babo Gembel,,,
0382ad53-f7a1-47eb-9f31-5e341fd5d077,1092278,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Ebantu,,,
c31314aa-de38-417b-9d94-d8e293832a97,1099166,Abdi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Sasiga,,,
56b37c6f-c26c-458d-81a4-88752199935c,1058077,Abdi Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,North Shewa Zone,Degem,,,
0764c239-089b-4ad3-b573-5e49b65748a4,1088265,Abdi Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,Batu Town,Batu Town,,,
14ec9747-aa6b-45ea-a22a-47db9331f5cb,1100890,Abdi Rabi Medium Cilnic.,Operational,Medium Clinic,Clinic,Oromia Region,Bale Zone,Harena Bulluk,,,
2d6ad557-31bd-40bd-aa40-ff4a352507e9,1066277,Abdi Rabi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Kokosa,,,
85c82fb4-7e57-42e0-ac7c-2f539d170bca,1032394,Abdi Rabi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Shashemene Town,Haruf SubCity,,,
c7ef2a5c-bd47-439f-b55c-7838b62bae52,1036558,Abdi Rabi Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Kofole Town,,,
d567159d-d681-46ee-9cdf-b0535390a82d,1085573,Abdi Rabira Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Guji Zone,Odo Shakiso,,,
f2568046-ce37-41c8-a365-98e1ad9c041f,1004325,Abdi Rarabi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Dera Town,,,
37817d79-624b-45eb-9240-fd361c029a8b,1032625,Abdi Rebi Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Dera Town,,,
a5ffc5da-e015-4dc1-b5de-6184813a6f03,1004073,Abdi Rebi Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Dodola Rural,,,
8281248c-fbbb-4636-b087-95d82ca38bdd,1059134,Abdi Rebira Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Bale Zone,Rayitu Woreda,,,
c1136451-765d-4e2c-81a7-682f2c78d049,1086486,Abdirisak Medium Clinic,Operational,Medium Clinic,Clinic,Somali Region,Dollo,Warder,,,
c5abce06-1118-4f32-8444-8548ef829823,1088080,Abdisa Aga Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Nejo Town,Nejo Town,,,
11291cc5-826a-4298-9f7d-c5afae343ac0,1049651,Abdi Saba Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Hawa Gelan,,,
3fd4f3b4-d6af-4c40-b864-36147e41f6be,1031462,Abdisa Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Bokeji Town,,,
8cbefb2b-7884-4fdf-a4ac-8bfe7bff4522,1064026,Abdisa Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Shashemene Town,Haruf SubCity,,,
daa502a8-0b14-42c9-83d9-a68f4f5d589c,1092749,Abdisa Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Buno Bedele Zone,Bedele Town,,,
7fda7100-ebcb-46d5-be8e-94e98d1075d0,1032063,Abdisa Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Bule Hora,,,
12c9f9fc-89ea-47c8-8ab1-367b6b4ac672,1004065,Abdisa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Sude,,,
321f91d0-37dd-4bd2-bf5f-8c7b7eb1e544,1031617,Abdisa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Daro Lebu,,,
092f4159-493a-4249-aef7-e95996c3eb6a,1034995,Abdisa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Robe,,,
8fb7fcfc-cc62-4ae1-8504-f000aef03903,1050329,Abdisa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Nole Kaba,,,
4173745d-782f-4d3f-9196-2a116b7ad038,1089075,Abdi Seba Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Begi,,,
9e055126-8277-4b98-9ab1-8951607e8edf,1004075,Abdi Tarresa Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Sibu Sire,,,
e619d6d8-d573-475a-9a2b-e07ebb55e3b4,1049839,Abdi Umeta Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Wama Hagalo,,,
c328aef5-1546-4b9d-91b8-7ee6b9f99f05,1095394,AbdiWak Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Shewa Zone,Chobi,,,
a3756060-b03a-4376-a39c-cf921821fc8d,1049692,Abdi Wak nuritu primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Gudeya Bila,,,
6a689b54-8abe-40fc-a175-0cd673110ce0,1004076,Abdiwak Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Meta Welkite,,,
ecd843e7-b8c5-4498-bc43-ec6bc781ab5c,1004078,Abdiwak Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Shewa Zone,Dano,,,
21f5aace-d041-4729-b57f-502a11efda48,1038535,Abdiwak Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Becho,,,
28eedcf6-a207-4d85-8b13-d8a17e62d7d8,1038762,Abdiwak Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Horo Gudru Wellega Zone,Jimma Geneti,,,
d62655d7-802e-4b83-a05c-137613bdb6fb,1049853,Abdi Wak Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Seyo,,,
d26fec20-12e1-47eb-a9d4-c7187de86e25,1065698,Abdiwaq Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Digeluna Tijo,,,
88f380bb-df05-4f54-9bc3-2ac3115baacf,1032183,Abdi Waq primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Digeluna Tijo,,,
cf421c1f-a996-4715-bace-5e6cf416c6a5,1048601,Abdi Waq Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Jimma Horo,,,
9fb7df34-4b40-4ee3-8fa1-c53e627c1cdf,1004079,Abdiyu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Heben Arsi,,,
59e3c151-45f5-4bee-bb6e-0acc69a7c29d,1038094,Abdo Medium Cilinic,Operational,Medium Clinic,Clinic,Oromia Region,Jimma Town,Jimma Town,,,
5e860318-3973-46f0-890f-1441e6ab9714,1073833,Abdu Ali Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Dessie Town Administration,Dessie Town,,,
d20cddf5-caff-4a73-a1fd-5667489947e1,1081517,Abdu Ali Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Tenta,,,
33a88913-e574-4891-a1ae-3eb053db5878,1094599,Abduboru Medium Clinic ,Operational,Medium Clinic,Clinic,Amhara Region,Oromia Special Zone,Kemisie Town,,,
8a0d66b6-7351-4023-ae1e-3700869b3719,1076708,Abdukadir Ahmed Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Oromia Special Zone,Dawa Harewa,,,
467c43e7-4a7f-4310-a5a8-313b6c197b0b,1076786,Abdukerim Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Wollo Zone,Guba Lafto,,,
37218e40-e780-4257-8374-6b4baa747c83,1036956,Abdulahi Primary Clinic,Operational,Primary Clinic,Clinic,Central Ethiopia Region,Silte Zone,silti woreda,,,
43435358-1103-44d6-8b5d-b8eda9f12e6a,1049487,Abdulbasit Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Shabe Sombo,,,
c8822e54-deee-4f0e-bbec-7d55582d6a47,1095535,Abdulhakim Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Hararge Zone,Kersa,,,
c0a33d78-a2df-4597-8acc-f3b4fb65d9ff,1038110,Abdulkadir  Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Batu Town,Batu Town,,,
551428c4-a107-481e-8e85-a1f1676bd0ee,1071798,Abdulkadir PrimaryClinic,Operational,Primary Clinic,Clinic,Amhara Region,North Wollo Zone,Raya Kobo,,,
bc448a5d-c5f0-4dc6-8aa7-134b113d0e10,1099294,Abdulkerim Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Borena,,,
ee067e08-07b9-47c5-90c0-51a25c6a1fde,1088803,Abdulmana Dental Medium Clinic,Operational,Dental clinic,Specialty Clinic,Oromia Region,Jimma Town,Jimma Town,,,
0f84b407-757a-4005-a5c4-666ef0bf6a4b,1004084,Abdul Nasir Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Buno Bedele Zone,Chora,,,
8980fdb5-d8de-4911-9f3f-5d6202a9ce71,1081459,Abdulsemed Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Dessie Zuriya,,,
2e81e699-452a-4b75-9f92-f8b050e70cf1,1093506,Abdu Medium clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Legehida,,,
1ad463d2-393e-4b52-bc08-877cf1677b11,1083857,Abdu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Sebeta Sub-City,,,
fdf2cbdc-9c45-463b-95ab-cff024ad1072,1094011,Abdu Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Oromia Special Zone,Dawa Chefa,,,
513978c6-d74a-4fb3-93eb-5c8717a613f3,1093072,Abdu Medium Clinic ,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Gololcha,,,
9593aec5-81b3-4290-8ee0-4d111068b1a9,1097663,Abdu Medium Clinic ,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 4,,,
ab191498-b2e4-4bec-94ea-b7dfb21bc275,1004085,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Gobu Seyo,,,
0e8be33d-7e5c-4c70-b76c-d1219a1fd1a7,1032068,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,North Shewa Zone,Mulo Woreda,,,
b8714a04-1d10-4451-9d76-33c388706752,1072314,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Wogidi,,,
71f36b49-2930-4691-825f-7b195cb525ae,1076098,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Tenta,,,
16617f16-1eb3-4446-851b-7618439006d4,1076188,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Saya Deberna Wayu,,,
e6f2ae01-66fb-4351-af8e-762cf28c4589,1088173,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Oromia Special Zone,Artuma Fursi,,,
40b4c6fa-d7dc-4a0e-bd94-88476634b53b,1093616,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Ambasel,,,
51ac4a6b-a15a-447c-8a18-6ff93c414d90,1096500,Abdu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Kallu,,,
1bd049c4-99f3-40f3-be38-f3f05dd0806a,1096864,Abdurahman Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Legambo,,,
